Datum/tijd (MET);Astronomisch;Gemeten waterstand;Verwachte opzet;Verwachting RWS
2018-01-30 11:50;13;;-8;5
2018-01-30 12:00;25;;-13;12
2018-01-30 12:10;37;;-16;21
2018-01-30 12:20;51;;-18;33
2018-01-30 12:30;66;;-19;47
2018-01-30 12:40;81;;-18;63
2018-01-30 12:50;95;;-17;78
2018-01-30 13:00;107;;-16;91
2018-01-30 13:10;117;;-15;102
2018-01-30 13:20;125;;-14;111
2018-01-30 13:30;129;;-12;117
2018-01-30 13:40;130;;-10;120
2018-01-30 13:50;129;;-9;120
2018-01-30 14:00;125;;-6;119
2018-01-30 14:10;121;;-4;117
2018-01-30 14:20;116;;-2;114
2018-01-30 14:30;111;;-1;110
2018-01-30 14:40;107;;1;108
2018-01-30 14:50;104;;2;106
2018-01-30 15:00;101;;2;103
2018-01-30 15:10;99;;0;99
2018-01-30 15:20;96;;-1;95
2018-01-30 15:30;93;;-3;90
2018-01-30 15:40;88;;-7;81
2018-01-30 15:50;82;;-10;72
2018-01-30 16:00;75;;-11;64
2018-01-30 16:10;66;;-11;55
2018-01-30 16:20;57;;-12;45
2018-01-30 16:30;48;;-13;35
2018-01-30 16:40;38;;-13;25
2018-01-30 16:50;29;;-15;14
2018-01-30 17:00;20;;-16;4
2018-01-30 17:10;11;;-18;-7
2018-01-30 17:20;2;;-21;-19
2018-01-30 17:30;-6;;-23;-29
2018-01-30 17:40;-14;;-25;-39
2018-01-30 17:50;-23;;-27;-50
2018-01-30 18:00;-30;;-29;-59
2018-01-30 18:10;-37;;-31;-68
2018-01-30 18:20;-44;;-32;-76
2018-01-30 18:30;-49;;-33;-82
2018-01-30 18:40;-52;;-34;-86
2018-01-30 18:50;-54;;-34;-88
2018-01-30 19:00;-55;;-34;-89
2018-01-30 19:10;-54;;-33;-87
2018-01-30 19:20;-53;;-29;-82
2018-01-30 19:30;-51;;-24;-75
2018-01-30 19:40;-50;;-20;-70
2018-01-30 19:50;-48;;-19;-67
2018-01-30 20:00;-47;;-19;-66
2018-01-30 20:10;-47;;-18;-65
2018-01-30 20:20;-48;;-17;-65
2018-01-30 20:30;-48;;-18;-66
2018-01-30 20:40;-49;;-20;-69
2018-01-30 20:50;-50;;-21;-71
2018-01-30 21:00;-51;;-22;-73
2018-01-30 21:10;-52;;-23;-75
2018-01-30 21:20;-53;;-23;-76
2018-01-30 21:30;-54;;-24;-78
2018-01-30 21:40;-54;;-26;-80
2018-01-30 21:50;-55;;-26;-81
2018-01-30 22:00;-55;;-27;-82
2018-01-30 22:10;-54;;-27;-81
2018-01-30 22:20;-53;;-27;-80
2018-01-30 22:30;-52;;-29;-81
2018-01-30 22:40;-50;;-29;-79
2018-01-30 22:50;-47;;-30;-77
2018-01-30 23:00;-44;;-31;-75
2018-01-30 23:10;-41;;-32;-73
2018-01-30 23:20;-37;;-35;-72
2018-01-30 23:30;-33;;-36;-69
2018-01-30 23:40;-29;;-36;-65
2018-01-30 23:50;-24;;-37;-61
2018-01-31 00:00;-17;;-39;-56
2018-01-31 00:10;-10;;-40;-50
2018-01-31 00:20;0;;-41;-41
2018-01-31 00:30;11;;-42;-31
2018-01-31 00:40;25;;-42;-17
2018-01-31 00:50;39;;-37;2
2018-01-31 01:00;55;;-32;23
2018-01-31 01:10;71;;-27;44
2018-01-31 01:20;85;;-26;59
2018-01-31 01:30;98;;-29;69
2018-01-31 01:40;108;;-31;77
2018-01-31 01:50;116;;-33;83
2018-01-31 02:00;120;;-31;89
2018-01-31 02:10;121;;-30;91
2018-01-31 02:20;120;;-30;90
2018-01-31 02:30;117;;-29;88
2018-01-31 02:40;114;;-27;87
2018-01-31 02:50;110;;-27;83
2018-01-31 03:00;106;;-28;78
2018-01-31 03:10;104;;-30;74
2018-01-31 03:20;101;;-29;72
2018-01-31 03:30;99;;-27;72
2018-01-31 03:40;96;;-28;68
2018-01-31 03:50;93;;-33;60
2018-01-31 04:00;89;;-32;57
2018-01-31 04:10;83;;-30;53
2018-01-31 04:20;76;;-29;47
2018-01-31 04:30;69;;-28;41
2018-01-31 04:40;60;;-27;33
2018-01-31 04:50;50;;-25;25
2018-01-31 05:00;41;;-23;18
2018-01-31 05:10;31;;-20;11
2018-01-31 05:20;22;;-20;2
2018-01-31 05:30;13;;-18;-5
2018-01-31 05:40;3;;-16;-13
2018-01-31 05:50;-6;;-14;-20
2018-01-31 06:00;-15;;-14;-29
2018-01-31 06:10;-24;;-11;-35
2018-01-31 06:20;-33;;-9;-42
2018-01-31 06:30;-42;;-7;-49
2018-01-31 06:40;-49;;-5;-54
2018-01-31 06:50;-55;;-2;-57
2018-01-31 07:00;-59;;0;-59
2018-01-31 07:10;-62;;4;-58
2018-01-31 07:20;-62;;6;-56
2018-01-31 07:30;-61;;8;-53
2018-01-31 07:40;-59;;10;-49
2018-01-31 07:50;-57;;12;-45
2018-01-31 08:00;-54;;12;-42
2018-01-31 08:10;-51;;11;-40
2018-01-31 08:20;-49;;8;-41
2018-01-31 08:30;-48;;5;-43
2018-01-31 08:40;-47;;0;-47
2018-01-31 08:50;-47;;-2;-49
2018-01-31 09:00;-48;;-4;-52
2018-01-31 09:10;-49;;-6;-55
2018-01-31 09:20;-50;;-9;-59
2018-01-31 09:30;-51;;-11;-62
2018-01-31 09:40;-53;;-11;-64
2018-01-31 09:50;-54;;-11;-65
2018-01-31 10:00;-56;;-12;-68
2018-01-31 10:10;-57;;-13;-70
2018-01-31 10:20;-58;;-12;-70
2018-01-31 10:30;-57;;-12;-69
2018-01-31 10:40;-57;;-10;-67
2018-01-31 10:50;-55;;-10;-65
2018-01-31 11:00;-53;;-10;-63
2018-01-31 11:10;-50;;-9;-59
2018-01-31 11:20;-46;;-8;-54
2018-01-31 11:30;-42;;-5;-47
2018-01-31 11:40;-38;;-4;-42
2018-01-31 11:50;-33;;-2;-35
2018-01-31 12:00;-28;;3;-25
2018-01-31 12:10;-23;;8;-15
2018-01-31 12:20;-16;;14;-2
2018-01-31 12:30;-7;;19;12
2018-01-31 12:40;3;;25;28
2018-01-31 12:50;16;;34;50
2018-01-31 13:00;31;;44;75
2018-01-31 13:10;48;;51;99
2018-01-31 13:20;66;;52;118
2018-01-31 13:30;84;;48;132
2018-01-31 13:40;101;;43;144
2018-01-31 13:50;115;;39;154
2018-01-31 14:00;127;;34;161
2018-01-31 14:10;135;;27;162
2018-01-31 14:20;139;;22;161
2018-01-31 14:30;140;;20;160
2018-01-31 14:40;138;;18;156
2018-01-31 14:50;134;;20;154
2018-01-31 15:00;129;;25;154
2018-01-31 15:10;124;;26;150
2018-01-31 15:20;120;;25;145
2018-01-31 15:30;116;;28;144
2018-01-31 15:40;113;;31;144
2018-01-31 15:50;111;;30;141
2018-01-31 16:00;109;;27;136
2018-01-31 16:10;106;;26;132
2018-01-31 16:20;102;;26;128
2018-01-31 16:30;97;;27;124
2018-01-31 16:40;90;;30;120
2018-01-31 16:50;82;;31;113
2018-01-31 17:00;73;;32;105
2018-01-31 17:10;64;;35;99
2018-01-31 17:20;54;;39;93
2018-01-31 17:30;45;;40;85
2018-01-31 17:40;35;;43;78
2018-01-31 17:50;26;;45;71
2018-01-31 18:00;17;;47;64
2018-01-31 18:10;8;;47;55
2018-01-31 18:20;-1;;47;46
2018-01-31 18:30;-10;;48;38
2018-01-31 18:40;-19;;50;31
2018-01-31 18:50;-27;;51;24
2018-01-31 19:00;-35;;53;18
2018-01-31 19:10;-41;;55;14
2018-01-31 19:20;-46;;58;12
2018-01-31 19:30;-49;;62;13
2018-01-31 19:40;-50;;66;16
2018-01-31 19:50;-49;;66;17
2018-01-31 20:00;-48;;65;17
2018-01-31 20:10;-46;;63;17
2018-01-31 20:20;-44;;61;17
2018-01-31 20:30;-42;;57;15
2018-01-31 20:40;-41;;52;11
2018-01-31 20:50;-40;;47;7
2018-01-31 21:00;-41;;45;4
2018-01-31 21:10;-41;;43;2
2018-01-31 21:20;-43;;44;1
2018-01-31 21:30;-44;;43;-1
2018-01-31 21:40;-46;;41;-5
2018-01-31 21:50;-47;;41;-6
2018-01-31 22:00;-49;;42;-7
2018-01-31 22:10;-50;;42;-8
2018-01-31 22:20;-51;;41;-10
2018-01-31 22:30;-51;;41;-10
2018-01-31 22:40;-51;;42;-9
2018-01-31 22:50;-51;;44;-7
2018-01-31 23:00;-51;;45;-6
2018-01-31 23:10;-49;;44;-5
2018-01-31 23:20;-48;;45;-3
2018-01-31 23:30;-46;;45;-1
2018-01-31 23:40;-44;;44;0
2018-01-31 23:50;-42;;44;2
2018-02-01 00:00;-40;;45;5
2018-02-01 00:10;-38;;47;9
2018-02-01 00:20;-37;;49;12
2018-02-01 00:30;-34;;50;16
2018-02-01 00:40;-31;;52;21
2018-02-01 00:50;-26;;54;28
2018-02-01 01:00;-19;;53;34
2018-02-01 01:10;-9;;52;43
2018-02-01 01:20;3;;51;54
2018-02-01 01:30;18;;51;69
2018-02-01 01:40;35;;54;89
2018-02-01 01:50;53;;57;110
2018-02-01 02:00;71;;57;128
2018-02-01 02:10;87;;53;140
2018-02-01 02:20;101;;47;148
2018-02-01 02:30;112;;44;156
2018-02-01 02:40;119;;44;163
2018-02-01 02:50;123;;42;165
2018-02-01 03:00;123;;41;164
2018-02-01 03:10;122;;39;161
2018-02-01 03:20;118;;41;159
2018-02-01 03:30;115;;43;158
2018-02-01 03:40;111;;42;153
2018-02-01 03:50;108;;37;145
2018-02-01 04:00;106;;35;141
2018-02-01 04:10;104;;36;140
2018-02-01 04:20;101;;35;136
2018-02-01 04:30;99;;31;130
2018-02-01 04:40;95;;28;123
2018-02-01 04:50;90;;26;116
2018-02-01 05:00;83;;27;110
2018-02-01 05:10;75;;27;102
2018-02-01 05:20;67;;27;94
2018-02-01 05:30;57;;29;86
2018-02-01 05:40;47;;31;78
2018-02-01 05:50;37;;31;68
2018-02-01 06:00;27;;31;58
2018-02-01 06:10;16;;33;49
2018-02-01 06:20;6;;34;40
2018-02-01 06:30;-4;;35;31
2018-02-01 06:40;-14;;35;21
2018-02-01 06:50;-24;;36;12
2018-02-01 07:00;-35;;38;3
2018-02-01 07:10;-44;;39;-5
2018-02-01 07:20;-53;;43;-10
2018-02-01 07:30;-60;;45;-15
2018-02-01 07:40;-65;;46;-19
2018-02-01 07:50;-68;;47;-21
2018-02-01 08:00;-69;;50;-19
2018-02-01 08:10;-68;;52;-16
2018-02-01 08:20;-65;;54;-11
2018-02-01 08:30;-62;;55;-7
2018-02-01 08:40;-58;;55;-3
2018-02-01 08:50;-54;;55;1
2018-02-01 09:00;-51;;54;3
2018-02-01 09:10;-49;;52;3
2018-02-01 09:20;-47;;49;2
2018-02-01 09:30;-47;;47;0
2018-02-01 09:40;-47;;45;-2
2018-02-01 09:50;-49;;45;-4
2018-02-01 10:00;-50;;43;-7
2018-02-01 10:10;-52;;43;-9
2018-02-01 10:20;-54;;43;-11
2018-02-01 10:30;-56;;43;-13
2018-02-01 10:40;-58;;43;-15
2018-02-01 10:50;-60;;44;-16
2018-02-01 11:00;-61;;46;-15
2018-02-01 11:10;-62;;48;-14
2018-02-01 11:20;-61;;48;-13
2018-02-01 11:30;-60;;50;-10
2018-02-01 11:40;-58;;51;-7
2018-02-01 11:50;-55;;50;-5
2018-02-01 12:00;-52;;49;-3
2018-02-01 12:10;-49;;49;0
2018-02-01 12:20;-46;;51;5
2018-02-01 12:30;-43;;52;9
2018-02-01 12:40;-39;;52;13
2018-02-01 12:50;-35;;53;18
2018-02-01 13:00;-30;;55;25
2018-02-01 13:10;-23;;55;32
2018-02-01 13:20;-14;;55;41
2018-02-01 13:30;-1;;52;51
2018-02-01 13:40;14;;49;63
2018-02-01 13:50;32;;48;80
2018-02-01 14:00;51;;50;101
2018-02-01 14:10;72;;54;126
2018-02-01 14:20;92;;56;148
2018-02-01 14:30;110;;53;163
2018-02-01 14:40;125;;49;174
2018-02-01 14:50;137;;45;182
2018-02-01 15:00;144;;45;189
2018-02-01 15:10;147;;44;191
2018-02-01 15:20;146;;43;189
2018-02-01 15:30;143;;45;188
2018-02-01 15:40;138;;50;188
2018-02-01 15:50;133;;52;185
2018-02-01 16:00;128;;52;180
2018-02-01 16:10;124;;52;176
2018-02-01 16:20;120;;55;175
2018-02-01 16:30;118;;55;173
2018-02-01 16:40;116;;54;170
2018-02-01 16:50;113;;53;166
2018-02-01 17:00;110;;51;161
2018-02-01 17:10;105;;49;154
2018-02-01 17:20;99;;49;148
2018-02-01 17:30;92;;49;141
2018-02-01 17:40;83;;52;135
2018-02-01 17:50;74;;54;128
2018-02-01 18:00;65;;55;120
2018-02-01 18:10;56;;54;110
2018-02-01 18:20;46;;55;101
2018-02-01 18:30;37;;56;93
2018-02-01 18:40;28;;56;84
2018-02-01 18:50;19;;55;74
2018-02-01 19:00;9;;56;65
2018-02-01 19:10;0;;54;54
2018-02-01 19:20;-10;;55;45
2018-02-01 19:30;-19;;56;37
2018-02-01 19:40;-27;;58;31
2018-02-01 19:50;-34;;60;26
2018-02-01 20:00;-40;;63;23
2018-02-01 20:10;-43;;68;25
2018-02-01 20:20;-44;;73;29
2018-02-01 20:30;-44;;77;33
2018-02-01 20:40;-43;;80;37
2018-02-01 20:50;-40;;81;41
2018-02-01 21:00;-38;;82;44
2018-02-01 21:10;-35;;81;46
2018-02-01 21:20;-34;;79;45
2018-02-01 21:30;-33;;75;42
2018-02-01 21:40;-33;;73;40
2018-02-01 21:50;-34;;72;38
2018-02-01 22:00;-36;;73;37
2018-02-01 22:10;-38;;73;35
2018-02-01 22:20;-40;;72;32
2018-02-01 22:30;-42;;73;31
2018-02-01 22:40;-44;;75;31
2018-02-01 22:50;-45;;74;29
2018-02-01 23:00;-47;;74;27
2018-02-01 23:10;-48;;74;26
2018-02-01 23:20;-49;;74;25
2018-02-01 23:30;-49;;74;25
2018-02-01 23:40;-48;;74;26
2018-02-01 23:50;-47;;74;27
2018-02-02 00:00;-46;;73;27
2018-02-02 00:10;-44;;71;27
2018-02-02 00:20;-42;;69;27
2018-02-02 00:30;-41;;70;29
2018-02-02 00:40;-39;;69;30
2018-02-02 00:50;-39;;70;31
2018-02-02 01:00;-38;;70;32
2018-02-02 01:10;-38;;70;32
2018-02-02 01:20;-37;;69;32
2018-02-02 01:30;-34;;69;35
2018-02-02 01:40;-29;;66;37
2018-02-02 01:50;-21;;60;39
2018-02-02 02:00;-10;;52;42
2018-02-02 02:10;4;;44;48
2018-02-02 02:20;21;;35;56
2018-02-02 02:30;39;;29;68
2018-02-02 02:40;59;;25;84
2018-02-02 02:50;77;;26;103
2018-02-02 03:00;93;;29;122
2018-02-02 03:10;107;;29;136
2018-02-02 03:20;116;;32;148
2018-02-02 03:30;122;;35;157
2018-02-02 03:40;124;;40;164
2018-02-02 03:50;124;;43;167
2018-02-02 04:00;121;;46;167
2018-02-02 04:10;118;;47;165
2018-02-02 04:20;114;;48;162
2018-02-02 04:30;111;;45;156
2018-02-02 04:40;108;;45;153
2018-02-02 04:50;106;;42;148
2018-02-02 05:00;104;;37;141
2018-02-02 05:10;102;;33;135
2018-02-02 05:20;98;;33;131
2018-02-02 05:30;93;;31;124
2018-02-02 05:40;87;;30;117
2018-02-02 05:50;80;;28;108
2018-02-02 06:00;71;;28;99
2018-02-02 06:10;61;;29;90
2018-02-02 06:20;51;;28;79
2018-02-02 06:30;40;;29;69
2018-02-02 06:40;30;;27;57
2018-02-02 06:50;19;;26;45
2018-02-02 07:00;8;;24;32
2018-02-02 07:10;-3;;22;19
2018-02-02 07:20;-14;;22;8
2018-02-02 07:30;-25;;20;-5
2018-02-02 07:40;-36;;19;-17
2018-02-02 07:50;-46;;17;-29
2018-02-02 08:00;-56;;16;-40
2018-02-02 08:10;-64;;14;-50
2018-02-02 08:20;-70;;12;-58
2018-02-02 08:30;-73;;9;-64
2018-02-02 08:40;-74;;6;-68
2018-02-02 08:50;-74;;3;-71
2018-02-02 09:00;-71;;1;-70
2018-02-02 09:10;-67;;3;-64
2018-02-02 09:20;-63;;6;-57
2018-02-02 09:30;-58;;9;-49
2018-02-02 09:40;-54;;11;-43
2018-02-02 09:50;-51;;11;-40
2018-02-02 10:00;-49;;12;-37
2018-02-02 10:10;-48;;12;-36
2018-02-02 10:20;-48;;11;-37
2018-02-02 10:30;-49;;11;-38
2018-02-02 10:40;-51;;11;-40
2018-02-02 10:50;-53;;10;-43
2018-02-02 11:00;-56;;11;-45
2018-02-02 11:10;-58;;10;-48
2018-02-02 11:20;-61;;12;-49
2018-02-02 11:30;-63;;12;-51
2018-02-02 11:40;-65;;12;-53
2018-02-02 11:50;-66;;10;-56
2018-02-02 12:00;-66;;9;-57
2018-02-02 12:10;-66;;8;-58
2018-02-02 12:20;-64;;6;-58
2018-02-02 12:30;-62;;4;-58
2018-02-02 12:40;-60;;2;-58
2018-02-02 12:50;-57;;1;-56
2018-02-02 13:00;-54;;0;-54
2018-02-02 13:10;-51;;-1;-52
2018-02-02 13:20;-48;;-1;-49
2018-02-02 13:30;-45;;-1;-46
2018-02-02 13:40;-41;;-1;-42
2018-02-02 13:50;-34;;-3;-37
2018-02-02 14:00;-26;;-6;-32
2018-02-02 14:10;-14;;-10;-24
2018-02-02 14:20;1;;-16;-15
2018-02-02 14:30;18;;-20;-2
2018-02-02 14:40;39;;-25;14
2018-02-02 14:50;60;;-25;35
2018-02-02 15:00;82;;-21;61
2018-02-02 15:10;102;;-14;88
2018-02-02 15:20;120;;-14;106
2018-02-02 15:30;134;;-18;116
2018-02-02 15:40;144;;-19;125
2018-02-02 15:50;149;;-16;133
2018-02-02 16:00;150;;-13;137
2018-02-02 16:10;148;;-13;135
2018-02-02 16:20;144;;-12;132
2018-02-02 16:30;139;;-9;130
2018-02-02 16:40;134;;-7;127
2018-02-02 16:50;129;;-9;120
2018-02-02 17:00;125;;-11;114
2018-02-02 17:10;122;;-8;114
2018-02-02 17:20;119;;-8;111
2018-02-02 17:30;117;;-11;106
2018-02-02 17:40;113;;-13;100
2018-02-02 17:50;109;;-13;96
2018-02-02 18:00;104;;-12;92
2018-02-02 18:10;97;;-12;85
2018-02-02 18:20;90;;-13;77
2018-02-02 18:30;81;;-12;69
2018-02-02 18:40;72;;-13;59
2018-02-02 18:50;63;;-12;51
2018-02-02 19:00;54;;-11;43
2018-02-02 19:10;45;;-12;33
2018-02-02 19:20;36;;-14;22
2018-02-02 19:30;27;;-15;12
2018-02-02 19:40;17;;-16;1
2018-02-02 19:50;8;;-16;-8
2018-02-02 20:00;-2;;-17;-19
2018-02-02 20:10;-12;;-17;-29
2018-02-02 20:20;-21;;-18;-39
2018-02-02 20:30;-28;;-20;-48
2018-02-02 20:40;-34;;-22;-56
2018-02-02 20:50;-38;;-23;-61
2018-02-02 21:00;-40;;-25;-65
2018-02-02 21:10;-40;;-26;-66
2018-02-02 21:20;-38;;-26;-64
2018-02-02 21:30;-36;;-24;-60
2018-02-02 21:40;-33;;-22;-55
2018-02-02 21:50;-31;;-19;-50
2018-02-02 22:00;-29;;-17;-46
2018-02-02 22:10;-28;;-17;-45
2018-02-02 22:20;-28;;-16;-44
2018-02-02 22:30;-29;;-15;-44
2018-02-02 22:40;-30;;-16;-46
2018-02-02 22:50;-32;;-18;-50
2018-02-02 23:00;-35;;-17;-52
2018-02-02 23:10;-37;;-17;-54
2018-02-02 23:20;-40;;-17;-57
2018-02-02 23:30;-42;;-18;-60
2018-02-02 23:40;-44;;-18;-62
2018-02-02 23:50;-46;;-17;-63
2018-02-03 00:00;-47;;-18;-65
2018-02-03 00:10;-48;;-20;-68
2018-02-03 00:20;-48;;-21;-69
2018-02-03 00:30;-47;;-22;-69
2018-02-03 00:40;-46;;-22;-68
2018-02-03 00:50;-44;;-23;-67
2018-02-03 01:00;-43;;-24;-67
2018-02-03 01:10;-41;;-25;-66
2018-02-03 01:20;-40;;-23;-63
2018-02-03 01:30;-39;;-22;-61
2018-02-03 01:40;-39;;-20;-59
2018-02-03 01:50;-39;;-17;-56
2018-02-03 02:00;-38;;-14;-52
2018-02-03 02:10;-36;;-10;-46
2018-02-03 02:20;-32;;-9;-41
2018-02-03 02:30;-26;;-8;-34
2018-02-03 02:40;-16;;-11;-27
2018-02-03 02:50;-3;;-13;-16
2018-02-03 03:00;13;;-13;0
2018-02-03 03:10;31;;-10;21
2018-02-03 03:20;50;;-6;44
2018-02-03 03:30;69;;-2;67
2018-02-03 03:40;86;;0;86
2018-02-03 03:50;101;;-4;97
2018-02-03 04:00;112;;-7;105
2018-02-03 04:10;120;;-8;112
2018-02-03 04:20;123;;-5;118
2018-02-03 04:30;124;;-3;121
2018-02-03 04:40;122;;-4;118
2018-02-03 04:50;120;;-4;116
2018-02-03 05:00;116;;-3;113
2018-02-03 05:10;113;;-5;108
2018-02-03 05:20;110;;-8;102
2018-02-03 05:30;108;;-9;99
2018-02-03 05:40;106;;-8;98
2018-02-03 05:50;103;;-9;94
2018-02-03 06:00;100;;-13;87
2018-02-03 06:10;95;;-13;82
2018-02-03 06:20;90;;-11;79
2018-02-03 06:30;82;;-9;73
2018-02-03 06:40;74;;-8;66
2018-02-03 06:50;64;;-5;59
2018-02-03 07:00;54;;-4;50
2018-02-03 07:10;44;;-3;41
2018-02-03 07:20;33;;1;34
2018-02-03 07:30;22;;4;26
2018-02-03 07:40;11;;6;17
2018-02-03 07:50;0;;9;9
2018-02-03 08:00;-12;;13;1
2018-02-03 08:10;-23;;16;-7
2018-02-03 08:20;-35;;20;-15
2018-02-03 08:30;-46;;23;-23
2018-02-03 08:40;-56;;24;-32
2018-02-03 08:50;-65;;26;-39
2018-02-03 09:00;-72;;28;-44
2018-02-03 09:10;-76;;29;-47
2018-02-03 09:20;-78;;30;-48
2018-02-03 09:30;-78;;32;-46
2018-02-03 09:40;-76;;38;-38
2018-02-03 09:50;-73;;43;-30
2018-02-03 10:00;-68;;43;-25
2018-02-03 10:10;-64;;43;-21
2018-02-03 10:20;-60;;43;-17
2018-02-03 10:30;-56;;41;-15
2018-02-03 10:40;-53;;37;-16
2018-02-03 10:50;-52;;33;-19
2018-02-03 11:00;-51;;29;-22
2018-02-03 11:10;-52;;26;-26
2018-02-03 11:20;-53;;25;-28
2018-02-03 11:30;-55;;26;-29
2018-02-03 11:40;-57;;26;-31
2018-02-03 11:50;-60;;27;-33
2018-02-03 12:00;-63;;29;-34
